pathogen_name	study	fine_location	state	county	date	estimated
sars_cov_2	rothman	OC	California	Orange County	2020-11-25	True
sars_cov_2	rothman	OC	California	Orange County	2020-11-18	True
sars_cov_2	rothman	OC	California	Orange County	2020-11-11	True
sars_cov_2	rothman	NC	California	San Diego County	2020-09-25	True
sars_cov_2	rothman	NC	California	San Diego County	2020-11-06	True
sars_cov_2	rothman	JWPCP	California	Los Angeles County	2020-09-29	True
sars_cov_2	rothman	JWPCP	California	Los Angeles County	2020-11-03	True
sars_cov_2	rothman	JWPCP	California	Los Angeles County	2020-11-17	True
sars_cov_2	rothman	JWPCP	California	Los Angeles County	2020-11-10	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-09-29	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-09-22	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-12-29	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-12-22	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-12-15	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-12-04	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-12-01	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-11-03	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-11-24	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2020-11-17	True
sars_cov_2	rothman	HTP	California	Los Angeles County	2021-01-03	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-09-30	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-09-16	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-09-09	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-09-02	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-08-26	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-08-19	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-08-12	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-10-28	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-10-21	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-10-14	True
sars_cov_2	rothman	SJ	California	Los Angeles County	2020-10-07	True
sars_cov_2	rothman	OC	California	Orange County	2020-10-21	True
sars_cov_2	rothman	ESC	California	San Diego County	2020-07-27	True
sars_cov_2	rothman	ESC	California	San Diego County	2020-07-20	True
sars_cov_2	spurbeck	I	Ohio	Greene County	2022-01-09	True
sars_cov_2	spurbeck	I	Ohio	Greene County	2022-01-02	True
sars_cov_2	spurbeck	H	Ohio	Franklin County	2021-12-26	True
sars_cov_2	spurbeck	H	Ohio	Franklin County	2021-12-19	True
sars_cov_2	spurbeck	H	Ohio	Franklin County	2021-12-05	True
sars_cov_2	spurbeck	H	Ohio	Franklin County	2022-01-09	True
sars_cov_2	spurbeck	H	Ohio	Franklin County	2022-01-02	True
sars_cov_2	spurbeck	G	Ohio	Licking County	2021-12-26	True
sars_cov_2	spurbeck	G	Ohio	Licking County	2021-12-19	True
sars_cov_2	spurbeck	A	Ohio	Summit County	2021-12-12	True
sars_cov_2	spurbeck	G	Ohio	Licking County	2021-12-12	True
sars_cov_2	spurbeck	G	Ohio	Licking County	2021-12-05	True
sars_cov_2	spurbeck	G	Ohio	Licking County	2022-01-09	True
sars_cov_2	spurbeck	G	Ohio	Licking County	2022-01-02	True
sars_cov_2	spurbeck	F	Ohio	Franklin County	2021-12-26	True
sars_cov_2	spurbeck	F	Ohio	Franklin County	2021-12-19	True
sars_cov_2	spurbeck	F	Ohio	Franklin County	2021-12-12	True
sars_cov_2	spurbeck	F	Ohio	Franklin County	2021-12-05	True
sars_cov_2	spurbeck	F	Ohio	Franklin County	2022-01-09	True
sars_cov_2	spurbeck	F	Ohio	Franklin County	2022-01-02	True
sars_cov_2	spurbeck	A	Ohio	Summit County	2021-12-05	True
sars_cov_2	spurbeck	E	Ohio	Sandusky County	2021-12-26	True
sars_cov_2	spurbeck	E	Ohio	Sandusky County	2021-12-19	True
sars_cov_2	spurbeck	E	Ohio	Sandusky County	2021-12-12	True
sars_cov_2	spurbeck	E	Ohio	Sandusky County	2021-12-05	True
sars_cov_2	spurbeck	E	Ohio	Sandusky County	2022-01-09	True
sars_cov_2	spurbeck	E	Ohio	Sandusky County	2022-01-02	True
sars_cov_2	spurbeck	D	Ohio	Lawrence County	2021-12-19	True
sars_cov_2	spurbeck	D	Ohio	Lawrence County	2021-12-12	True
sars_cov_2	spurbeck	D	Ohio	Lawrence County	2021-12-05	True
sars_cov_2	spurbeck	J	Ohio	Montogmery County	2022-01-09	False
sars_cov_2	spurbeck	J	Ohio	Montogmery County	2022-01-02	False
sars_cov_2	spurbeck	I	Ohio	Greene County	2021-12-26	True
sars_cov_2	spurbeck	I	Ohio	Greene County	2021-12-19	True
sars_cov_2	spurbeck	I	Ohio	Greene County	2021-12-12	True
sars_cov_2	spurbeck	A	Ohio	Summit County	2021-12-19	True
sars_cov_2	spurbeck	I	Ohio	Greene County	2021-12-05	True
sars_cov_2	spurbeck	D	Ohio	Lawrence County	2022-01-09	True
sars_cov_2	spurbeck	A	Ohio	Summit County	2022-01-09	True
sars_cov_2	spurbeck	C	Ohio	Lucas County	2021-12-19	True
sars_cov_2	spurbeck	C	Ohio	Lucas County	2021-12-05	True
sars_cov_2	spurbeck	C	Ohio	Lucas County	2022-01-09	True
sars_cov_2	spurbeck	C	Ohio	Lucas County	2022-01-02	True
sars_cov_2	spurbeck	B	Ohio	Trumbull County	2021-12-26	True
sars_cov_2	spurbeck	B	Ohio	Trumbull County	2021-12-19	True
sars_cov_2	spurbeck	B	Ohio	Trumbull County	2021-12-12	True
sars_cov_2	spurbeck	B	Ohio	Trumbull County	2021-12-05	True
sars_cov_2	spurbeck	B	Ohio	Trumbull County	2022-01-09	True
sars_cov_2	spurbeck	B	Ohio	Trumbull County	2022-01-02	True
sars_cov_2	spurbeck	A	Ohio	Summit County	2021-12-26	True
sars_cov_2	spurbeck	J	Ohio	Montogmery County	2021-12-26	False
sars_cov_2	spurbeck	J	Ohio	Montogmery County	2021-12-19	False
sars_cov_2	spurbeck	J	Ohio	Montogmery County	2021-12-12	False
sars_cov_2	spurbeck	J	Ohio	Montogmery County	2021-12-05	False
sars_cov_2	spurbeck	A	Ohio	Summit County	2022-01-02	True
hiv	crits_christoph	Oakland	California	Alameda County	2020-06-30	False
hiv	crits_christoph	Marin	California	Marin County	2020-07-01	False
hiv	crits_christoph	Marin	California	Marin County	2020-07-01	False
hiv	crits_christoph	SF	California	San Francisco County	2020-06-30	False
hiv	crits_christoph	Oakland	California	Alameda County	2020-06-30	False
hiv	crits_christoph	Oakland	California	Alameda County	2020-06-30	False
hiv	crits_christoph	Berkeley	California	Alameda County	2020-06-30	False
hiv	rothman	SB	California	San Diego County	2020-09-10	False
hiv	rothman	SB	California	San Diego County	2020-09-24	False
hiv	rothman	SB	California	San Diego County	2020-08-27	False
hiv	rothman	SB	California	San Diego County	2020-08-13	False
hiv	rothman	SB	California	San Diego County	2020-10-22	False
hiv	rothman	PL	California	San Diego County	2020-09-24	False
hiv	rothman	PL	California	San Diego County	2020-09-10	False
hiv	rothman	PL	California	San Diego County	2020-08-27	False
hiv	rothman	PL	California	San Diego County	2020-08-13	False
hiv	rothman	PL	California	San Diego County	2020-10-22	False
hiv	rothman	OC	California	Orange County	2020-09-30	False
hiv	rothman	OC	California	Orange County	2020-09-23	False
hiv	rothman	OC	California	Orange County	2020-09-16	False
hiv	rothman	OC	California	Orange County	2020-09-03	False
hiv	rothman	OC	California	Orange County	2020-09-02	False
hiv	rothman	OC	California	Orange County	2020-08-26	False
hiv	rothman	OC	California	Orange County	2020-08-19	False
hiv	rothman	OC	California	Orange County	2020-08-12	False
hiv	rothman	OC	California	Orange County	2020-10-07	False
hiv	rothman	NC	California	San Diego County	2020-09-11	False
hiv	rothman	NC	California	San Diego County	2020-08-28	False
hiv	rothman	NC	California	San Diego County	2020-08-14	False
hiv	rothman	NC	California	San Diego County	2020-10-23	False
hiv	rothman	NC	California	San Diego County	2020-10-09	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-09-22	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-09-15	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-09-08	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-09-01	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-08-25	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-08-18	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-08-11	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-10-13	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-10-06	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-10-27	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-10-20	False
hiv	rothman	HTP	California	Los Angeles County	2020-09-15	False
hiv	rothman	HTP	California	Los Angeles County	2020-09-08	False
hiv	rothman	HTP	California	Los Angeles County	2020-09-01	False
hiv	rothman	HTP	California	Los Angeles County	2020-08-25	False
hiv	rothman	HTP	California	Los Angeles County	2020-08-18	False
hiv	rothman	HTP	California	Los Angeles County	2020-08-11	False
hiv	rothman	HTP	California	Los Angeles County	2020-10-27	False
hiv	rothman	HTP	California	Los Angeles County	2020-10-20	False
hiv	rothman	HTP	California	Los Angeles County	2020-10-13	False
hiv	rothman	HTP	California	Los Angeles County	2020-10-02	False
hiv	rothman	SJ	California	Los Angeles County	2020-09-23	False
hiv	rothman	SJ	California	Los Angeles County	2020-11-04	False
hiv	rothman	SJ	California	Los Angeles County	2020-11-18	False
hiv	rothman	SJ	California	Los Angeles County	2020-11-11	False
hiv	rothman	SB	California	San Diego County	2020-11-05	False
hiv	rothman	SB	California	San Diego County	2020-10-08	False
hiv	rothman	PL	California	San Diego County	2020-12-28	False
hiv	rothman	PL	California	San Diego County	2020-12-22	False
hiv	rothman	PL	California	San Diego County	2020-12-14	False
hiv	rothman	PL	California	San Diego County	2020-11-05	False
hiv	rothman	PL	California	San Diego County	2020-11-30	False
hiv	rothman	PL	California	San Diego County	2020-11-29	False
hiv	rothman	PL	California	San Diego County	2021-01-04	False
hiv	rothman	PL	California	San Diego County	2021-01-03	False
hiv	rothman	OC	California	Orange County	2020-12-21	False
hiv	rothman	OC	California	Orange County	2020-12-14	False
hiv	rothman	OC	California	Orange County	2020-11-09	False
hiv	rothman	OC	California	Orange County	2020-11-04	False
hiv	rothman	OC	California	Orange County	2020-11-25	False
hiv	rothman	OC	California	Orange County	2020-11-18	False
hiv	rothman	OC	California	Orange County	2020-11-11	False
hiv	rothman	NC	California	San Diego County	2020-09-25	False
hiv	rothman	NC	California	San Diego County	2020-11-06	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-09-29	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-11-03	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-11-17	False
hiv	rothman	JWPCP	California	Los Angeles County	2020-11-10	False
hiv	rothman	HTP	California	Los Angeles County	2020-09-29	False
hiv	rothman	HTP	California	Los Angeles County	2020-09-22	False
hiv	rothman	HTP	California	Los Angeles County	2020-12-29	False
hiv	rothman	HTP	California	Los Angeles County	2020-12-22	False
hiv	rothman	HTP	California	Los Angeles County	2020-12-15	False
hiv	rothman	HTP	California	Los Angeles County	2020-12-04	False
hiv	rothman	HTP	California	Los Angeles County	2020-12-01	False
hiv	rothman	HTP	California	Los Angeles County	2020-11-03	False
hiv	rothman	HTP	California	Los Angeles County	2020-11-24	False
hiv	rothman	HTP	California	Los Angeles County	2020-11-17	False
hiv	rothman	HTP	California	Los Angeles County	2021-01-03	False
hiv	rothman	SJ	California	Los Angeles County	2020-09-30	False
hiv	rothman	SJ	California	Los Angeles County	2020-09-16	False
hiv	rothman	SJ	California	Los Angeles County	2020-09-09	False
hiv	rothman	SJ	California	Los Angeles County	2020-09-02	False
hiv	rothman	SJ	California	Los Angeles County	2020-08-26	False
hiv	rothman	SJ	California	Los Angeles County	2020-08-19	False
hiv	rothman	SJ	California	Los Angeles County	2020-08-12	False
hiv	rothman	SJ	California	Los Angeles County	2020-10-28	False
hiv	rothman	SJ	California	Los Angeles County	2020-10-21	False
hiv	rothman	SJ	California	Los Angeles County	2020-10-14	False
hiv	rothman	SJ	California	Los Angeles County	2020-10-07	False
hiv	rothman	OC	California	Orange County	2020-10-21	False
hiv	rothman	ESC	California	San Diego County	2020-07-27	False
hiv	rothman	ESC	California	San Diego County	2020-07-20	False
hiv	spurbeck	I	Ohio	Greene County	2022-01-09	False
hiv	spurbeck	I	Ohio	Greene County	2022-01-02	False
hiv	spurbeck	H	Ohio	Franklin County	2021-12-26	False
hiv	spurbeck	H	Ohio	Franklin County	2021-12-19	False
hiv	spurbeck	H	Ohio	Franklin County	2021-12-05	False
hiv	spurbeck	H	Ohio	Franklin County	2022-01-09	False
hiv	spurbeck	H	Ohio	Franklin County	2022-01-02	False
hiv	spurbeck	G	Ohio	Licking County	2021-12-26	False
hiv	spurbeck	G	Ohio	Licking County	2021-12-19	False
hiv	spurbeck	A	Ohio	Summit County	2021-12-12	False
hiv	spurbeck	G	Ohio	Licking County	2021-12-12	False
hiv	spurbeck	G	Ohio	Licking County	2021-12-05	False
hiv	spurbeck	G	Ohio	Licking County	2022-01-09	False
hiv	spurbeck	G	Ohio	Licking County	2022-01-02	False
hiv	spurbeck	F	Ohio	Franklin County	2021-12-26	False
hiv	spurbeck	F	Ohio	Franklin County	2021-12-19	False
hiv	spurbeck	F	Ohio	Franklin County	2021-12-12	False
hiv	spurbeck	F	Ohio	Franklin County	2021-12-05	False
hiv	spurbeck	F	Ohio	Franklin County	2022-01-09	False
hiv	spurbeck	F	Ohio	Franklin County	2022-01-02	False
hiv	spurbeck	A	Ohio	Summit County	2021-12-05	False
hiv	spurbeck	E	Ohio	Sandusky County	2021-12-26	False
hiv	spurbeck	E	Ohio	Sandusky County	2021-12-19	False
hiv	spurbeck	E	Ohio	Sandusky County	2021-12-12	False
hiv	spurbeck	E	Ohio	Sandusky County	2021-12-05	False
hiv	spurbeck	E	Ohio	Sandusky County	2022-01-09	False
hiv	spurbeck	E	Ohio	Sandusky County	2022-01-02	False
hiv	spurbeck	D	Ohio	Lawrence County	2021-12-19	False
hiv	spurbeck	D	Ohio	Lawrence County	2021-12-12	False
hiv	spurbeck	D	Ohio	Lawrence County	2021-12-05	False
hiv	spurbeck	J	Ohio	Montogmery County	2022-01-09	False
hiv	spurbeck	J	Ohio	Montogmery County	2022-01-02	False
hiv	spurbeck	I	Ohio	Greene County	2021-12-26	False
hiv	spurbeck	I	Ohio	Greene County	2021-12-19	False
hiv	spurbeck	I	Ohio	Greene County	2021-12-12	False
hiv	spurbeck	A	Ohio	Summit County	2021-12-19	False
hiv	spurbeck	I	Ohio	Greene County	2021-12-05	False
hiv	spurbeck	D	Ohio	Lawrence County	2022-01-09	False
hiv	spurbeck	A	Ohio	Summit County	2022-01-09	False
hiv	spurbeck	C	Ohio	Lucas County	2021-12-19	False
hiv	spurbeck	C	Ohio	Lucas County	2021-12-05	False
hiv	spurbeck	C	Ohio	Lucas County	2022-01-09	False
hiv	spurbeck	C	Ohio	Lucas County	2022-01-02	False
hiv	spurbeck	B	Ohio	Trumbull County	2021-12-26	False
hiv	spurbeck	B	Ohio	Trumbull County	2021-12-19	False
hiv	spurbeck	B	Ohio	Trumbull County	2021-12-12	False
hiv	spurbeck	B	Ohio	Trumbull County	2021-12-05	False
hiv	spurbeck	B	Ohio	Trumbull County	2022-01-09	False
hiv	spurbeck	B	Ohio	Trumbull County	2022-01-02	False
hiv	spurbeck	A	Ohio	Summit County	2021-12-26	False
hiv	spurbeck	J	Ohio	Montogmery County	2021-12-26	False
hiv	spurbeck	J	Ohio	Montogmery County	2021-12-19	False
hiv	spurbeck	J	Ohio	Montogmery County	2021-12-12	False
hiv	spurbeck	J	Ohio	Montogmery County	2021-12-05	False
hiv	spurbeck	A	Ohio	Summit County	2022-01-02	False
influenza	crits_christoph	Oakland	California	Alameda County	2020-06-30	False
influenza	crits_christoph	Marin	California	Marin County	2020-07-01	False
influenza	crits_christoph	Marin	California	Marin County	2020-07-01	False
influenza	crits_christoph	SF	California	San Francisco County	2020-06-30	False
influenza	crits_christoph	Oakland	California	Alameda County	2020-06-30	False
influenza	crits_christoph	Oakland	California	Alameda County	2020-06-30	False
influenza	crits_christoph	Berkeley	California	Alameda County	2020-06-30	False
influenza	rothman	SB	California	San Diego County	2020-09-10	False
influenza	rothman	SB	California	San Diego County	2020-09-24	False
influenza	rothman	SB	California	San Diego County	2020-08-27	False
influenza	rothman	SB	California	San Diego County	2020-08-13	False
influenza	rothman	SB	California	San Diego County	2020-10-22	False
influenza	rothman	PL	California	San Diego County	2020-09-24	False
influenza	rothman	PL	California	San Diego County	2020-09-10	False
influenza	rothman	PL	California	San Diego County	2020-08-27	False
influenza	rothman	PL	California	San Diego County	2020-08-13	False
influenza	rothman	PL	California	San Diego County	2020-10-22	False
influenza	rothman	OC	California	Orange County	2020-09-30	False
influenza	rothman	OC	California	Orange County	2020-09-23	False
influenza	rothman	OC	California	Orange County	2020-09-16	False
influenza	rothman	OC	California	Orange County	2020-09-03	False
influenza	rothman	OC	California	Orange County	2020-09-02	False
influenza	rothman	OC	California	Orange County	2020-08-26	False
influenza	rothman	OC	California	Orange County	2020-08-19	False
influenza	rothman	OC	California	Orange County	2020-08-12	False
influenza	rothman	OC	California	Orange County	2020-10-07	False
influenza	rothman	NC	California	San Diego County	2020-09-11	False
influenza	rothman	NC	California	San Diego County	2020-08-28	False
influenza	rothman	NC	California	San Diego County	2020-08-14	False
influenza	rothman	NC	California	San Diego County	2020-10-23	False
influenza	rothman	NC	California	San Diego County	2020-10-09	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-09-22	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-09-15	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-09-08	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-09-01	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-08-25	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-08-18	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-08-11	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-10-13	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-10-06	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-10-27	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-10-20	False
influenza	rothman	HTP	California	Los Angeles County	2020-09-15	False
influenza	rothman	HTP	California	Los Angeles County	2020-09-08	False
influenza	rothman	HTP	California	Los Angeles County	2020-09-01	False
influenza	rothman	HTP	California	Los Angeles County	2020-08-25	False
influenza	rothman	HTP	California	Los Angeles County	2020-08-18	False
influenza	rothman	HTP	California	Los Angeles County	2020-08-11	False
influenza	rothman	HTP	California	Los Angeles County	2020-10-27	False
influenza	rothman	HTP	California	Los Angeles County	2020-10-20	False
influenza	rothman	HTP	California	Los Angeles County	2020-10-13	False
influenza	rothman	HTP	California	Los Angeles County	2020-10-02	False
influenza	rothman	SJ	California	Los Angeles County	2020-09-23	False
influenza	rothman	SJ	California	Los Angeles County	2020-11-04	False
influenza	rothman	SJ	California	Los Angeles County	2020-11-18	False
influenza	rothman	SJ	California	Los Angeles County	2020-11-11	False
influenza	rothman	SB	California	San Diego County	2020-11-05	False
influenza	rothman	SB	California	San Diego County	2020-10-08	False
influenza	rothman	PL	California	San Diego County	2020-12-28	False
influenza	rothman	PL	California	San Diego County	2020-12-22	False
influenza	rothman	PL	California	San Diego County	2020-12-14	False
influenza	rothman	PL	California	San Diego County	2020-11-05	False
influenza	rothman	PL	California	San Diego County	2020-11-30	False
influenza	rothman	PL	California	San Diego County	2020-11-29	False
influenza	rothman	PL	California	San Diego County	2021-01-04	False
influenza	rothman	PL	California	San Diego County	2021-01-03	False
influenza	rothman	OC	California	Orange County	2020-12-21	False
influenza	rothman	OC	California	Orange County	2020-12-14	False
influenza	rothman	OC	California	Orange County	2020-11-09	False
influenza	rothman	OC	California	Orange County	2020-11-04	False
influenza	rothman	OC	California	Orange County	2020-11-25	False
influenza	rothman	OC	California	Orange County	2020-11-18	False
influenza	rothman	OC	California	Orange County	2020-11-11	False
influenza	rothman	NC	California	San Diego County	2020-09-25	False
influenza	rothman	NC	California	San Diego County	2020-11-06	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-09-29	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-11-03	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-11-17	False
influenza	rothman	JWPCP	California	Los Angeles County	2020-11-10	False
influenza	rothman	HTP	California	Los Angeles County	2020-09-29	False
influenza	rothman	HTP	California	Los Angeles County	2020-09-22	False
influenza	rothman	HTP	California	Los Angeles County	2020-12-29	False
influenza	rothman	HTP	California	Los Angeles County	2020-12-22	False
influenza	rothman	HTP	California	Los Angeles County	2020-12-15	False
influenza	rothman	HTP	California	Los Angeles County	2020-12-04	False
influenza	rothman	HTP	California	Los Angeles County	2020-12-01	False
influenza	rothman	HTP	California	Los Angeles County	2020-11-03	False
influenza	rothman	HTP	California	Los Angeles County	2020-11-24	False
influenza	rothman	HTP	California	Los Angeles County	2020-11-17	False
influenza	rothman	HTP	California	Los Angeles County	2021-01-03	False
influenza	rothman	SJ	California	Los Angeles County	2020-09-30	False
influenza	rothman	SJ	California	Los Angeles County	2020-09-16	False
influenza	rothman	SJ	California	Los Angeles County	2020-09-09	False
influenza	rothman	SJ	California	Los Angeles County	2020-09-02	False
influenza	rothman	SJ	California	Los Angeles County	2020-08-26	False
influenza	rothman	SJ	California	Los Angeles County	2020-08-19	False
influenza	rothman	SJ	California	Los Angeles County	2020-08-12	False
influenza	rothman	SJ	California	Los Angeles County	2020-10-28	False
influenza	rothman	SJ	California	Los Angeles County	2020-10-21	False
influenza	rothman	SJ	California	Los Angeles County	2020-10-14	False
influenza	rothman	SJ	California	Los Angeles County	2020-10-07	False
influenza	rothman	OC	California	Orange County	2020-10-21	False
influenza	rothman	ESC	California	San Diego County	2020-07-27	False
influenza	rothman	ESC	California	San Diego County	2020-07-20	False
influenza	spurbeck	I	Ohio	Greene County	2022-01-09	False
influenza	spurbeck	I	Ohio	Greene County	2022-01-02	False
influenza	spurbeck	H	Ohio	Franklin County	2021-12-26	False
influenza	spurbeck	H	Ohio	Franklin County	2021-12-19	False
influenza	spurbeck	H	Ohio	Franklin County	2021-12-05	False
influenza	spurbeck	H	Ohio	Franklin County	2022-01-09	False
influenza	spurbeck	H	Ohio	Franklin County	2022-01-02	False
influenza	spurbeck	G	Ohio	Licking County	2021-12-26	False
influenza	spurbeck	G	Ohio	Licking County	2021-12-19	False
influenza	spurbeck	A	Ohio	Summit County	2021-12-12	False
influenza	spurbeck	G	Ohio	Licking County	2021-12-12	False
influenza	spurbeck	G	Ohio	Licking County	2021-12-05	False
influenza	spurbeck	G	Ohio	Licking County	2022-01-09	False
influenza	spurbeck	G	Ohio	Licking County	2022-01-02	False
